dataset_name,detail_url,dataset_description,resource name,resource_type,resource_region,resource_desc,tag01,tag02,tag03,tag04,tag05,tag06,tag07,tag08,tag09,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20
Landsat 8,https://registry.opendata.aws/landsat-8/,An ongoing collection of satellite imagery of all land on Earth produced by the Landsat 8 satellite.,arn:aws:sns:us-west-2:274514004127:NewSceneHTML,SNS Topic,us-west-2,New scene notifications,disaster response,earth observation,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Landsat 8,https://registry.opendata.aws/landsat-8/,An ongoing collection of satellite imagery of all land on Earth produced by the Landsat 8 satellite.,arn:aws:s3:::landsat-pds-inventory,S3 Bucket,us-west-2,S3 Inventory (ORC),disaster response,earth observation,geospatial,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEXRAD on AWS,https://registry.opendata.aws/noaa-nexrad/,Real-time and archival data from the Next Generation Weather Radar (NEXRAD) network.,arn:aws:s3:::noaa-nexrad-level2,S3 Bucket,us-east-1,NEXRAD Level II archive data,earth observation,meteorological,natural resource,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEXRAD on AWS,https://registry.opendata.aws/noaa-nexrad/,Real-time and archival data from the Next Generation Weather Radar (NEXRAD) network.,arn:aws:s3:::unidata-nexrad-level2-chunks,S3 Bucket,us-east-1,NEXRAD Level II real-time data,earth observation,meteorological,natural resource,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEXRAD on AWS,https://registry.opendata.aws/noaa-nexrad/,Real-time and archival data from the Next Generation Weather Radar (NEXRAD) network.,arn:aws:s3:::unidata-nexrad-level3,S3 Bucket,us-east-1,NEXRAD Level III real-time select data,earth observation,meteorological,natural resource,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEXRAD on AWS,https://registry.opendata.aws/noaa-nexrad/,Real-time and archival data from the Next Generation Weather Radar (NEXRAD) network.,arn:aws:sns:us-east-1:684042711724:NewNEXRADLevel2ObjectFilterable,SNS Topic,us-east-1,Rich notifications for real-time data with filterable fields,earth observation,meteorological,natural resource,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEXRAD on AWS,https://registry.opendata.aws/noaa-nexrad/,Real-time and archival data from the Next Generation Weather Radar (NEXRAD) network.,arn:aws:sns:us-east-1:811054952067:NewNEXRADLevel2Archive,SNS Topic,us-east-1,Notifications for archival data,earth observation,meteorological,natural resource,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Common Crawl,https://registry.opendata.aws/commoncrawl/,A corpus of web crawl data composed of over 25 billion web pages.,arn:aws:s3:::commoncrawl,S3 Bucket,us-east-1,Crawl data (WARC and ARC format),encyclopedic,internet,machine learning,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
International Neuroimaging Data-Sharing Initiative (INDI),https://registry.opendata.aws/fcp-indi/,"This bucket contains multiple neuroimaging datasets that are part of the International Neuroimaging Data-Sharing Initiative. Raw human and non-human primate neuroimaging data include 1) Structural MRI; 2) Functional MRI; 3) Diffusion Tensor Imaging; 4) Electroencephalogram (EEG) In addition to the raw data, preprocessed data is also included for some datasets. A complete list of the available datasets can be seen in the documentation lonk provided below.",arn:aws:s3:::fcp-indi,S3 Bucket,us-east-1,Neuroimaging data for the International Neuroimaging Data-Sharing Initiative (INDI),Homo sapiens,life sciences,magnetic resonance imaging,neuroimaging,neuroscience,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allen Cell Imaging Collections,https://registry.opendata.aws/allen-cell-imaging-collections/,"This bucket contains multiple datasets (as Quilt packages) created by the Allen Institute for Cell Science (AICS). The imaging data in this bucket contains either of the following:1) field of view images from glass plates 2) cell membrane, DNA, and structure segmentations 3) cell membrane, DNA and structure contours 4) machine learning imaging predictions of the previously listed modalities.In addition, many of the datasets include CSVs that contain feature sets related to that data.",arn:aws:s3:::allencell,S3 Bucket,us-east-1,Data files in a public bucket,biology,cell biology,cell imaging,Homo sapiens,image processing,life sciences,machine learning,microscopy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:s3:::cbers-pds,S3 Bucket Requester Pays,us-east-1,"CBERS imagery (COG files, Requester Pays Bucket)",disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:s3:::cbers-meta-pds,S3 Bucket,us-east-1,"CBERS metadata (Quicklooks, metadata)",disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:sns:us-east-1:599544552497:NewCB4MUXQuicklook,SNS Topic,us-east-1,Notifications for new MUX quicklooks,disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:sns:us-east-1:599544552497:NewCB4AWFIQuicklook,SNS Topic,us-east-1,Notifications for new AWFI quicklooks,disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:sns:us-east-1:599544552497:NewCB4PAN10MQuicklook,SNS Topic,us-east-1,Notifications for new PAN10M quicklooks,disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:sns:us-east-1:599544552497:NewCB4PAN5MQuicklook,SNS Topic,us-east-1,Notifications for new PAN5M quicklooks,disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBERS on AWS,https://registry.opendata.aws/cbers/,"This project creates a S3 repository with imagery acquired by the China-Brazil Earth Resources Satellite (CBERS). The image files are recorded and processed by Instituto Nacional de Pesquisa Espaciais (INPE) and are converted to Cloud Optimized Geotiff format in order to optimize its use for cloud based applications. The repository contains all CBERS-4 MUX, AWFI, PAN5M and PAN10M scenes acquired since the start of the satellite mission and is daily updated with new scenes.",arn:aws:sns:us-east-1:769537946825:cbers-2-stac-0-7-CBERSSTACItemTopic-1I8YI0IIYL0R5,SNS Topic,us-east-1,Topic that receives STAC V0.7 items as new scenes are ingested,disaster response,earth observation,geospatial,imaging,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
